name,cam_id,Cx_ecef,Cy_ecef,Cz_ecef,lat,lon,alt,qw,qx,qy,qz,tx,ty,tz
0022.jpg,1,3941730.290141,510029.919674,4971884.937289,51.54825339,7.37267479,232.686,-0.223880906,-0.619481312,-0.710414816,0.247852846,-39034.448310,42100.365072,6365038.248111
0023.jpg,1,3941717.055718,510028.216287,4971895.503104,51.54840636,7.37267492,232.662,-0.223117049,-0.619233081,-0.710947421,0.247634687,-31573.310603,33121.716091,6365132.606672
0024.jpg,1,3941700.303792,510026.069891,4971908.960045,51.54860045,7.37267523,232.699,-0.222692740,-0.618249000,-0.712078981,0.247223872,-24736.418756,25230.164320,6365198.986069
0025.jpg,1,3941684.368397,510024.052419,4971921.667982,51.54878453,7.37267586,232.662,-0.221350411,-0.618816008,-0.711567171,0.248481195,-5839.570273,26127.539183,6365240.648850
0026.jpg,1,3941668.141994,510022.011798,4971934.718217,51.54897258,7.37267670,232.713,-0.221037982,-0.618876944,-0.711386002,0.249125459,1383.501242,29926.381170,6365226.432263
0027.jpg,1,3941652.123133,510019.859465,4971947.375089,51.54915708,7.37267557,232.574,-0.219436364,-0.619840087,-0.710832561,0.249725887,16087.359884,21783.816039,6365239.121959
0028.jpg,1,3941635.862505,510017.740762,4971960.503509,51.54934588,7.37267536,232.659,-0.217824472,-0.620900274,-0.710459078,0.249566119,25036.481040,5809.857305,6365244.852879
0029.jpg,1,3941620.746500,510015.845996,4971972.665163,51.54952108,7.37267623,232.710,-0.217249670,-0.620869103,-0.710561248,0.249853660,32891.428041,3641.420252,6365210.707396
0030.jpg,1,3941605.371201,510013.830851,4971984.983635,51.54969907,7.37267586,232.714,-0.216180797,-0.622112376,-0.709825014,0.249780912,35989.651902,-6651.488538,6365191.449602
0031.jpg,1,3941590.688196,510011.957469,4971996.871295,51.54986970,7.37267624,232.820,-0.216787742,-0.620971415,-0.710606212,0.249872747,37020.104224,-235.644072,6365189.054110
0032.jpg,1,3941581.117455,510010.676632,4972004.619016,51.54998096,7.37267563,232.883,-0.216680423,-0.620094140,-0.711595185,0.249329390,39224.611829,-6610.513389,6365172.445284
0033.jpg,1,3941574.497332,510012.532107,4972009.785672,51.55005438,7.37271441,232.995,-0.152112771,-0.781240336,-0.528585376,0.295165618,-25721.310818,33172.743206,6365158.410677
0034.jpg,1,3941571.147564,510018.305699,4972011.855090,51.55008411,7.37280315,233.010,-0.051684828,-0.911307103,-0.243854464,0.327693519,-25991.509463,91303.687552,6364588.890783
0035.jpg,1,3941569.651310,510026.690164,4972011.940077,51.55008746,7.37292579,232.823,0.006405663,-0.939466291,-0.087654308,0.331177866,1248.057596,65085.764358,6364963.751563
0036.jpg,1,3941567.438363,510039.938623,4972012.490995,51.55009402,7.37311929,232.947,0.006992769,-0.940046598,-0.086767640,0.329749711,-17414.618442,60287.179947,6364987.431862
0037.jpg,1,3941567.818260,510048.652247,4972011.157464,51.55007604,7.37324317,232.832,0.081984385,-0.935185107,0.130258587,0.318967204,5200.586911,64458.106476,6364968.149956
