name,cam_id,Cx_ecef,Cy_ecef,Cz_ecef,lat,lon,alt,qw,qx,qy,qz,tx,ty,tz
0150.jpg,1,3941712.696507,510046.813693,4971897.705925,51.54843231,7.37294886,233.183,-0.355617548,-0.871376477,0.051362006,0.334067567,-40398.161273,4578463.524104,4421883.453819
0151.jpg,1,3941724.401546,510046.565035,4971888.609230,51.54829998,7.37292365,233.258,-0.355745512,-0.871309344,0.056463764,0.333282164,-24350.916590,4595323.352509,4404477.882518
0152.jpg,1,3941728.931057,510038.836140,4971885.846893,51.54825991,7.37280478,233.271,-0.356393401,-0.869837558,0.054650400,0.336719022,7832.985996,4597860.438659,4401889.763020
0153.jpg,1,3941730.400848,510027.006450,4971885.844461,51.54826032,7.37263294,233.232,-0.356361861,-0.871287188,0.056844579,0.332616227,-31288.086999,4601547.923247,4397930.503805
0154.jpg,1,3941732.996743,510006.818856,4971885.870703,51.54826058,7.37233953,233.243,-0.356064073,-0.872643884,0.056103889,0.329489576,-73045.712537,4594208.289393,4405102.677775
0155.jpg,1,3941736.374733,509980.390426,4971885.884979,51.54826095,7.37195545,233.228,-0.355953204,-0.873276880,0.054584228,0.328184963,-96636.944675,4587276.479279,4411867.031467
0156.jpg,1,3941740.255096,509950.317744,4971885.874120,51.54826096,7.37151834,233.213,-0.354759399,-0.873946354,0.055206881,0.327590812,-99391.772717,4578168.013787,4421257.018489
0157.jpg,1,3941744.306073,509918.714076,4971885.882908,51.54826127,7.37105903,233.197,-0.354785507,-0.873484776,0.054472532,0.328913870,-86933.860303,4576993.362854,4422735.438889
0158.jpg,1,3941748.039352,509889.572029,4971886.001858,51.54826219,7.37063550,233.268,-0.356915343,-0.872119137,0.046211608,0.331487761,-99473.826894,4571145.385106,4428515.577804
0159.jpg,1,3941750.995021,509866.038011,4971886.005489,51.54826283,7.37029358,233.216,-0.357242020,-0.872401216,0.044035924,0.330688818,-120512.317068,4566190.610184,4433102.167551
0160.jpg,1,3941752.169285,509857.281795,4971886.069241,51.54826289,7.37016623,233.292,-0.357451567,-0.872499610,0.042432590,0.330412293,-132120.609667,4562502.548625,4436567.404613
0161.jpg,1,3941752.414286,509855.719889,4971886.049735,51.54826249,7.37014345,233.303,-0.358121987,-0.872541515,0.042272844,0.329595136,-143785.084985,4567214.602232,4431353.345049
0162.jpg,1,3941504.858860,509964.691472,4972069.123195,51.55091533,7.37215925,232.703,0.038079349,0.751526597,-0.657208472,0.042834126,-88020.737610,4513106.165807,4487886.026929
0163.jpg,1,3941517.373860,509966.321714,4972059.176983,51.55077091,7.37215941,232.761,0.038179521,0.751019939,-0.657738557,0.043489841,-85808.650936,4517751.895539,4483252.391169
0164.jpg,1,3941535.551851,509968.687566,4972044.672438,51.55056081,7.37215961,232.801,0.038299695,0.751129059,-0.657585512,0.043812839,-88931.211526,4520470.214299,4480450.766918
0165.jpg,1,3941558.175471,509971.616683,4972026.558619,51.55029901,7.37215964,232.800,0.038210097,0.750966388,-0.657715475,0.044719418,-94164.613316,4525262.354942,4475503.730823
0166.jpg,1,3941582.977450,509974.889819,4972006.744330,51.55001218,7.37216055,232.839,0.038228535,0.751120462,-0.657490230,0.045422771,-101327.749982,4529526.966047,4471031.197941
0167.jpg,1,3941608.258705,509978.158456,4971986.521143,51.54971973,7.37216052,232.853,0.038050081,0.751274720,-0.657268382,0.046225102,-110405.121241,4533039.368613,4467255.101897
0168.jpg,1,3941633.421523,509981.377588,4971966.333168,51.54942834,7.37216000,232.817,0.038720619,0.753286398,-0.654903568,0.046493358,-134559.125842,4538672.536630,4460868.715868
0169.jpg,1,3941654.178671,509984.149752,4971949.779217,51.54918842,7.37216123,232.875,0.039091997,0.751856256,-0.656366327,0.048654199,-130054.112127,4554195.510166,4445154.135392
0170.jpg,1,3941672.064770,509986.374910,4971935.508764,51.54898180,7.37215996,232.907,0.040771971,0.749809134,-0.658482520,0.050246188,-105536.651132,4575175.055445,4424210.969132
0171.jpg,1,3941679.917805,509991.282438,4971928.937044,51.54888582,7.37221560,232.995,0.039031323,0.742891918,-0.666009624,0.054948474,-61640.296019,4591812.494944,4407773.533519
0172.jpg,1,3941680.546667,510000.443802,4971927.475658,51.54886499,7.37234541,232.970,0.042894000,0.745968136,-0.662592773,0.051599056,-53383.856876,4597549.850893,4401896.675324
0173.jpg,1,3941679.201306,510012.631459,4971927.294232,51.54886236,7.37252214,232.970,0.042526540,0.746493613,-0.661954823,0.052484212,-68949.279036,4600282.722954,4398824.126422
0174.jpg,1,3941677.275166,510030.671382,4971926.919752,51.54885742,7.37278361,232.929,0.044011289,0.746741224,-0.661681357,0.051169650,-53593.942724,4602382.783447,4396840.766573
0175.jpg,1,3941673.628379,510041.485619,4971928.716274,51.54888315,7.37294496,232.950,0.049217333,0.747651408,-0.660559343,0.047501380,-7771.841258,4615293.744552,4383607.158426
0176.jpg,1,3941666.524550,510043.228920,4971934.061556,51.54896104,7.37298303,232.894,0.049662438,0.745252959,-0.663255245,0.047160888,28460.112268,4616070.261253,4382703.818851
0177.jpg,1,3941658.470914,510042.119910,4971940.569923,51.54905463,7.37298207,232.936,0.046403786,0.744046514,-0.664518990,0.051536262,-7429.660028,4620185.248918,4378451.845354
0178.jpg,1,3941639.995892,510039.633464,4971955.341023,51.54926840,7.37298070,232.912,0.043616409,0.743637611,-0.664970363,0.053991924,-36800.971648,4616273.477974,4382427.530842
0179.jpg,1,3941619.292987,510036.955843,4971971.853457,51.54950762,7.37298072,232.862,0.039501579,0.742027525,-0.666711809,0.057707373,-68175.010582,4611086.313189,4387509.503009
0180.jpg,1,3941595.216322,510033.909081,4971991.251816,51.54978685,7.37298170,232.963,0.039286760,0.744001286,-0.664560442,0.057254309,-91531.230376,4606954.907796,4391422.657554
0181.jpg,1,3941570.651640,510030.758831,4972010.963102,51.55007134,7.37298211,233.000,0.039479088,0.745559531,-0.662882429,0.056296286,-103368.775917,4602466.447787,4395864.088798
0182.jpg,1,3941546.228843,510027.535422,4972030.464323,51.55035372,7.37298120,232.954,0.038014201,0.745552642,-0.662923398,0.056909989,-116614.442848,4596381.452970,4401895.081629
0183.jpg,1,3941524.044431,510024.694803,4972048.416324,51.55061148,7.37298163,233.105,0.038197855,0.747976112,-0.660357326,0.054780133,-130943.679171,4584748.217526,4413608.497724
0184.jpg,1,3941506.747093,510022.551849,4972062.345411,51.55081201,7.37298300,233.176,0.037283736,0.748881492,-0.659512866,0.053190348,-136200.163620,4569180.098520,4429564.893998
0185.jpg,1,3941494.514412,510022.971367,4972072.011381,51.55095104,7.37301162,233.236,0.037889936,0.747767235,-0.661033608,0.049427568,-89996.175907,4551279.963430,4449129.567411
0186.jpg,1,3941490.062671,510030.979585,4972074.732846,51.55099009,7.37313436,233.261,0.040167408,0.748180842,-0.660797276,0.044260222,-43146.738688,4535953.571475,4465452.521262
0187.jpg,1,3941488.031982,510043.163466,4972074.992858,51.55099472,7.37331231,233.185,0.034441405,0.742092950,-0.667485910,0.050738573,-47781.293624,4536238.499740,4465115.775757
0188.jpg,1,3941485.149270,510059.931931,4972075.508498,51.55100257,7.37355738,233.149,0.037033121,0.743733276,-0.665696783,0.048344140,-35209.107028,4539262.086772,4462158.805404
0189.jpg,1,3941484.100504,510071.680382,4972074.942436,51.55099612,7.37372729,232.996,0.038887303,0.742054912,-0.667635785,0.045877491,15704.970411,4536685.702056,4464889.188044
0190.jpg,1,3941489.267474,510077.696527,4972070.236949,51.55092832,7.37380375,232.978,0.041536181,0.740657708,-0.669157770,0.043917921,63886.029776,4542238.643338,4458809.933763
0191.jpg,1,3941499.323852,510079.081517,4972062.245479,51.55081220,7.37380494,233.031,0.043787376,0.747042485,-0.662077778,0.040782443,18819.396978,4539581.005798,4461933.514110
0192.jpg,1,3941515.012410,510081.056960,4972049.820992,51.55063147,7.37380416,233.133,0.042669782,0.749178238,-0.659689299,0.041488384,-20504.962085,4536343.656624,4465217.629152
0193.jpg,1,3941536.124755,510083.779263,4972032.981956,51.55038752,7.37380402,233.183,0.042709095,0.750206873,-0.658497187,0.041797561,-35873.737053,4538407.210137,4463023.361831
0194.jpg,1,3941585.089488,510090.133046,4971993.715606,51.54982053,7.37380426,233.134,0.040505006,0.749473287,-0.659192801,0.045978122,-70641.369990,4548351.321445,4452473.079435
0195.jpg,1,3941609.942169,510093.354741,4971973.794742,51.54953280,7.37380434,233.117,0.040358849,0.750161993,-0.658396720,0.046280745,-82680.046611,4549088.185758,4451513.031595
0196.jpg,1,3941635.463997,510096.701553,4971953.438418,51.54923785,7.37380497,233.181,0.039864964,0.749575431,-0.658988273,0.047769392,-89161.890513,4554630.651231,4445716.990308
0197.jpg,1,3941653.613475,510099.068119,4971938.799649,51.54902720,7.37380522,233.099,0.041168383,0.748178554,-0.660417975,0.048806902,-71170.534683,4569599.031981,4430655.610323
0198.jpg,1,3941666.339731,510100.687459,4971928.654597,51.54888021,7.37380483,233.131,0.041307097,0.746934089,-0.661677520,0.050656192,-68089.623605,4581481.690606,4418416.018588
0199.jpg,1,3941669.319771,510101.075666,4971926.253469,51.54884563,7.37380486,233.119,0.040968704,0.746914463,-0.661638935,0.051713338,-77738.863053,4585443.401117,4414145.023453
0200.jpg,1,3941669.784012,510101.186204,4971925.791022,51.54883971,7.37380558,233.052,0.040469092,0.747102802,-0.661343009,0.053151477,-93888.730743,4590539.585989,4408530.502730
0201.jpg,1,3941594.257053,510038.573445,4971992.210467,51.54979470,7.37305016,233.494,-0.282298668,0.172836889,-0.859015048,0.390548356,34222.379249,4566462.228984,4434327.763551
0202.jpg,1,3941593.723155,510043.183171,4971992.049497,51.54979336,7.37311705,233.407,-0.277274662,0.182275756,-0.859856965,0.387995245,49676.919014,4575979.050898,4424359.614321
0203.jpg,1,3941591.802248,510058.001030,4971992.050148,51.54979339,7.37333246,233.405,-0.276261979,0.182663689,-0.860045928,0.388116346,60145.048608,4578811.516528,4421298.193510
0204.jpg,1,3941588.881151,510080.639099,4971991.979736,51.54979293,7.37366151,233.355,-0.274724960,0.183213450,-0.860692219,0.387515073,76968.848933,4575819.158395,4424134.292595
0205.jpg,1,3941585.234911,510108.398845,4971991.930350,51.54979303,7.37406513,233.283,-0.273513368,0.183280757,-0.861198395,0.387215607,92006.432530,4573839.482269,4425893.774699
0206.jpg,1,3941581.211517,510139.220523,4971991.862085,51.54979289,7.37451323,233.209,-0.273043179,0.181336741,-0.861459191,0.387882034,107562.512751,4573644.011723,4425744.943829
0207.jpg,1,3941577.009798,510171.392320,4971991.792003,51.54979276,7.37498096,233.131,-0.272461758,0.180385935,-0.861712558,0.388171318,119577.212459,4573326.998270,4425764.116016
0208.jpg,1,3941573.715919,510197.305768,4971991.864151,51.54979275,7.37535753,233.224,-0.276069734,0.170863870,-0.861347140,0.390732829,122244.509307,4563569.206055,4435752.487178
0209.jpg,1,3941571.138878,510217.027036,4971991.967308,51.54979349,7.37564425,233.290,-0.276694842,0.169432905,-0.861506852,0.390561645,121982.438661,4557000.160878,4442508.120297
0210.jpg,1,3941572.459064,510228.188055,4971989.891595,51.54976259,7.37580137,233.370,-0.279358404,0.172072961,-0.860927312,0.388785214,76444.701546,4548651.435869,4452070.985354
0211.jpg,1,3941578.930180,510231.448247,4971984.393196,51.54968374,7.37583600,233.314,-0.283302506,0.174134071,-0.859513775,0.388140550,16879.613288,4548033.023263,4453326.857280
0212.jpg,1,3941590.835639,510232.909241,4971974.824224,51.54954584,7.37583486,233.279,-0.285243718,0.169408532,-0.858713450,0.390573913,15050.259255,4554365.524191,4446857.064461
0213.jpg,1,3941603.053496,510234.519452,4971964.997785,51.54940418,7.37583527,233.247,-0.282662285,0.170218589,-0.859568702,0.390217006,43541.204561,4554592.052724,4446437.364019
0214.jpg,1,3941612.277650,510231.933760,4971957.941957,51.54930269,7.37578123,233.203,-0.281281240,0.168647842,-0.860823119,0.389130219,69801.616698,4539848.505132,4461156.020013
0215.jpg,1,3941615.102104,510224.049877,4971956.556944,51.54928236,7.37566329,233.231,-0.280230941,0.171052519,-0.861075605,0.388278840,71260.881593,4540316.031308,4460657.173663
0216.jpg,1,3941616.678420,510211.163072,4971956.595674,51.54928321,7.37547614,233.205,-0.280387577,0.171432491,-0.861696848,0.386616413,68692.670505,4526195.155672,4475024.982006
0217.jpg,1,3941619.467943,510190.088933,4971956.691358,51.54928332,7.37516969,233.318,-0.280848366,0.170493242,-0.861991321,0.386040428,68211.541576,4517605.598488,4483703.618635
0218.jpg,1,3941623.032585,510162.198558,4971956.678335,51.54928356,7.37476435,233.280,-0.281641856,0.170508295,-0.861809764,0.385861008,58327.313691,4515742.016797,4485719.872361
0219.jpg,1,3941627.566465,510127.766014,4971956.698098,51.54928313,7.37426370,233.343,-0.282255326,0.168297533,-0.861647359,0.386745006,61239.781496,4516413.039567,4485005.525451
0220.jpg,1,3941631.744356,510096.037125,4971956.830167,51.54928337,7.37380235,233.490,-0.281412975,0.168297518,-0.861897357,0.386801795,71765.558307,4517227.776177,4484029.038601
0221.jpg,1,3941634.819669,510072.028452,4971956.885680,51.54928390,7.37345342,233.514,-0.280266586,0.171390065,-0.861270116,0.387672380,69568.520412,4535940.442482,4465133.628697
0222.jpg,1,3941637.244630,510053.419492,4971956.907746,51.54928391,7.37318289,233.542,-0.281256160,0.172185144,-0.860033864,0.389344322,51700.085855,4553631.788223,4447333.896828
0223.jpg,1,3941643.190724,510045.117543,4971953.061711,51.54922840,7.37305320,233.535,-0.285711831,0.168333351,-0.858112941,0.392013792,13670.968621,4564108.128045,4436862.000659
0224.jpg,1,3941650.417915,510045.161565,4971947.249246,51.54914543,7.37304045,233.443,-0.286795227,0.174817458,-0.857389233,0.389962892,-31927.816885,4565707.576494,4435122.148670
0225.jpg,1,3941664.523447,510046.884419,4971935.979858,51.54898243,7.37303899,233.454,-0.285006536,0.173901260,-0.857853946,0.390661278,-5260.466649,4569917.942565,4430895.705524
0226.jpg,1,3941675.245452,510048.150368,4971927.350725,51.54885821,7.37303725,233.409,-0.282576065,0.175270895,-0.858521344,0.390348539,18316.839799,4572436.455368,4428261.938073
0227.jpg,1,3941681.382524,510055.202409,4971921.819493,51.54877809,7.37312672,233.425,-0.278441639,0.181841726,-0.859683568,0.387747345,37743.907477,4571753.632864,4428843.994525
0228.jpg,1,3941680.718265,510064.983037,4971921.314894,51.54877107,7.37326778,233.401,-0.278668977,0.178836373,-0.859598249,0.389168348,49500.122968,4574829.967412,4425550.275419
0229.jpg,1,3941678.593734,510081.347310,4971921.368382,51.54877142,7.37350566,233.439,-0.276247454,0.179155299,-0.860539733,0.388667071,78518.553470,4572291.440457,4427753.497072
0230.jpg,1,3941675.495160,510105.054967,4971921.374061,51.54877166,7.37385033,233.424,-0.273931535,0.180744666,-0.861503503,0.387433342,100156.811884,4567229.088139,4432539.012303
0231.jpg,1,3941671.739232,510133.815137,4971921.291903,51.54877144,7.37426845,233.339,-0.273273092,0.180337716,-0.862036010,0.386903144,111016.152682,4561275.945744,4438406.369713
0232.jpg,1,3941667.965688,510162.913697,4971921.315750,51.54877162,7.37469143,233.353,-0.275710880,0.174316765,-0.861651659,0.388784766,110503.685400,4557425.191032,4442373.091481
0233.jpg,1,3941664.209722,510192.394349,4971921.256247,51.54877087,7.37511985,233.343,-0.277110460,0.173865072,-0.861597365,0.388111724,95939.659281,4549229.516983,4451103.277095
0234.jpg,1,3941660.886768,510217.806502,4971921.210413,51.54877085,7.37548930,233.287,-0.278412460,0.172650880,-0.861580662,0.387758866,86251.218771,4541465.104516,4459222.881918
0235.jpg,1,3941659.376621,510235.962989,4971920.677334,51.54876201,7.37575167,233.387,-0.276127703,0.183228540,-0.862345223,0.382807406,64017.738052,4531954.690908,4469262.020704
0236.jpg,1,3941663.991843,510242.202326,4971916.434955,51.54870044,7.37583233,233.409,-0.281998725,0.176461413,-0.860575285,0.385678970,23327.432862,4533468.803615,4468123.946729
0237.jpg,1,3941671.588812,510243.431067,4971910.248706,51.54861173,7.37583584,233.348,-0.284941610,0.176525106,-0.858777722,0.387489342,-15457.696614,4549086.222629,4452256.775264
0238.jpg,1,3941685.348827,510245.135583,4971899.151486,51.54845212,7.37583474,233.279,-0.283563438,0.174927359,-0.858724263,0.389338974,8622.030017,4561525.857069,4439529.499393
0239.jpg,1,3941697.428545,510245.798665,4971889.407169,51.54831273,7.37582186,233.151,-0.285145214,0.165709240,-0.858837379,0.391957921,34395.578555,4555086.075585,4446011.859921
0240.jpg,1,3941702.987779,510238.847413,4971885.827344,51.54826020,7.37571220,233.221,-0.283679858,0.169844041,-0.859231497,0.390384394,32713.247612,4554569.443023,4446553.928328
0241.jpg,1,3941704.209127,510229.698648,4971885.731950,51.54825941,7.37557915,233.169,-0.282243730,0.174002492,-0.859765524,0.388413250,30768.744980,4550538.933158,4450692.401341
0242.jpg,1,3941706.840195,510209.652667,4971885.834120,51.54825973,7.37528770,233.271,-0.283257085,0.171295786,-0.860028628,0.388296196,32171.974645,4540243.358649,4461184.894121
0243.jpg,1,3941710.190451,510183.738239,4971885.921312,51.54826024,7.37491102,233.337,-0.282454783,0.171054489,-0.860884876,0.387087699,44449.328677,4528598.167920,4472900.532932
0244.jpg,1,3941713.626832,510156.792182,4971885.948262,51.54826075,7.37451943,233.326,-0.282253038,0.171555636,-0.861347069,0.385983308,45298.181432,4520130.979861,4481448.443388
0245.jpg,1,3941717.705389,510125.785682,4971885.908217,51.54826007,7.37406861,233.336,-0.282600266,0.171080049,-0.861465436,0.385676040,43633.413462,4515613.386707,4486016.956895
0247.jpg,1,3941724.971649,510069.852608,4971885.954698,51.54826013,7.37325553,233.389,-0.282712391,0.172625477,-0.860361667,0.387365397,32895.816766,4536311.250986,4465178.053852
0246.jpg,1,3941721.883992,510093.936474,4971885.960061,51.54825996,7.37360555,233.411,-0.282665719,0.171378376,-0.861176418,0.386140803,40904.553492,4520898.125814,4480716.927918
0248.jpg,1,3941726.625826,510056.953714,4971885.977188,51.54826036,7.37306806,233.398,-0.282286114,0.174024120,-0.860028215,0.387790697,30646.433369,4544983.441979,4456366.610501
0249.jpg,1,3941726.942219,510054.365416,4971885.907984,51.54826011,7.37303047,233.332,-0.282244652,0.174805300,-0.859437552,0.388777773,26279.279714,4556634.368527,4444480.718342
new_0045.jpg,2,3941669.321901,510066.468378,4971929.322740,51.54889403,7.37331010,232.763,-0.249104446,0.715897601,-0.617004508,-0.211525499,-105995.217439,54066.683262,6364184.774450
new_0046.jpg,2,3941686.002473,510068.738703,4971915.824263,51.54870010,7.37331169,232.660,-0.248707089,0.716391851,-0.616936412,-0.210515945,-113643.058932,66980.166939,6363929.960035
