Wall time,Step,Value
1764170021.4500203,19,11.994495391845703
1764170076.1125576,48,15.15223503112793
1764170104.7086477,63,16.298587799072266
1764170106.635818,64,15.75248908996582
1764170155.080239,90,15.908403396606445
1764170180.9815488,104,16.25697135925293
1764170188.2187436,108,17.183664321899414
1764170227.1376874,129,17.998550415039062
1764170294.6463494,165,18.265422821044922
1764170308.7726567,173,19.311935424804688
1764170343.5216656,192,19.1938419342041
1764170382.982651,204,18.053823471069336
1764170458.8478405,245,19.20101547241211
1764170486.7917287,260,20.26909637451172
1764170529.2593324,283,18.493350982666016
1764170534.9052355,286,18.61764144897461
1764170598.267776,320,18.38385009765625
1764170685.8563566,367,20.198291778564453
1764170723.0966194,387,22.946430206298828
1764170761.43484,403,19.35188102722168
1764170785.8255198,416,20.78997039794922
1764170826.6776016,438,20.6690673828125
1764170879.7451842,466,19.086288452148438
1764170898.2815928,476,20.233596801757812
1764170915.4491763,482,20.288782119750977
1764171034.6467786,511,19.69856071472168
1764171128.1277494,534,19.68478012084961
1764171148.1438146,539,22.39112663269043
1764171156.3887072,541,19.72943115234375
1764171220.1067097,557,20.671825408935547
1764171244.4417691,563,19.481224060058594
1764171326.8615108,595,21.446935653686523
1764171330.6636355,597,19.36562728881836
1764171426.3727956,638,20.773963928222656
1764171437.3109334,644,21.315231323242188
1764171439.3211522,645,20.62445068359375
1764171465.8427787,659,21.62891387939453
1764171496.985445,676,21.818927764892578
1764171583.2763224,722,21.21330451965332
1764171663.9519365,765,22.75623321533203
1764171685.6370444,776,21.91390037536621
1764171748.145578,805,21.052589416503906
1764171850.1713765,858,23.860273361206055
1764171867.4447553,867,22.80956268310547
1764171904.5784717,887,20.66969871520996
1764172009.5184834,943,20.80387306213379
1764172118.1726995,1000,22.047698974609375
1764172167.169457,1016,21.94046401977539
1764172187.4106274,1027,23.475492477416992
1764172208.5248265,1038,21.33057403564453
1764172244.5312793,1057,21.640533447265625
1764172273.9769561,1072,21.154375076293945
1764172285.0296338,1078,24.877357482910156
1764172345.1385405,1110,22.971546173095703
1764172348.7415905,1112,23.92341423034668
1764172375.123972,1126,21.4594669342041
1764172388.4182575,1133,23.656585693359375
1764172423.8934162,1152,22.849519729614258
1764172425.8442335,1153,20.596328735351562
1764172448.030335,1165,22.5815372467041
1764172466.6587698,1175,22.554794311523438
1764172470.397765,1177,23.640560150146484
1764172485.5648172,1185,23.49614143371582
1764172557.480276,1219,24.975814819335938
1764172621.76422,1253,23.80693244934082
1764172625.6805446,1255,23.881736755371094
1764172631.7257106,1258,24.42267417907715
1764172639.056042,1262,22.136837005615234
1764172650.461467,1268,22.48784828186035
1764172658.1272836,1272,22.90790367126465
1764172759.9657857,1326,21.248401641845703
1764172797.4573438,1346,23.895259857177734
1764172853.8393912,1376,23.53323745727539
1764172855.7671373,1377,23.168254852294922
1764172938.1707125,1418,24.652013778686523
1764173013.6924117,1458,23.122854232788086
1764173015.5659723,1459,22.28692626953125
1764173084.887051,1495,24.374292373657227
1764173099.7857301,1503,24.45444107055664
1764173114.9202614,1511,22.787677764892578
1764173120.5660808,1514,25.31195640563965
1764173186.187842,1549,22.180727005004883
1764173191.5166764,1552,22.161006927490234
1764173217.5719924,1566,24.78763198852539
1764173223.3772328,1569,21.913246154785156
1764173255.4114232,1586,24.01158332824707
1764173276.4298255,1597,22.842796325683594
1764173342.3628323,1628,26.44568634033203
1764173357.010986,1636,26.3308048248291
1764173422.3889441,1671,24.87250518798828
1764173450.5961342,1686,24.205829620361328
1764173482.0433912,1703,25.46353530883789
1764173485.753726,1705,24.02839469909668
1764173498.8314602,1712,23.148757934570312
1764173623.9308186,1778,23.04904556274414
1764173762.668813,1848,26.347068786621094
1764173786.6318963,1861,23.02542495727539
1764173799.6174216,1868,25.571029663085938
1764173859.2794337,1900,26.958425521850586
1764173864.8770995,1903,24.578128814697266
1764173877.9030287,1910,24.0079402923584
1764173936.3855536,1941,26.489484786987305
1764173974.3596613,1961,26.526592254638672
1764173976.2557993,1962,24.131179809570312
1764174009.9817133,1980,24.13912010192871
1764174210.2325876,2071,24.650588989257812
1764174227.4933245,2080,24.927330017089844
1764174245.9358249,2090,22.87399673461914
1764174266.597689,2101,24.770198822021484
1764174487.4607103,2210,25.368438720703125
1764174543.9592643,2240,24.871137619018555
1764174693.1507182,2320,25.517072677612305
1764174768.6683095,2360,26.567630767822266
1764174834.580703,2395,25.581628799438477
1764174920.845602,2437,25.709041595458984
1764174930.006456,2442,23.631132125854492
1764174955.0279613,2455,24.560148239135742
1764174970.1383636,2463,23.643207550048828
1764174975.7319975,2466,25.015323638916016
1764175013.4704545,2486,25.220745086669922
1764175047.5606725,2504,22.47930908203125
1764175074.0173273,2518,23.338275909423828
1764175098.047433,2531,23.306686401367188
1764175186.824307,2578,25.89678192138672
1764175188.7866333,2579,26.316728591918945
1764175227.964301,2600,24.952857971191406
1764175288.821403,2628,24.79168128967285
1764175304.1655593,2636,23.881088256835938
1764175319.2755027,2644,24.3758487701416
1764175395.4663677,2685,25.095369338989258
1764175411.91948,2694,26.288644790649414
1764175439.7817671,2709,24.219295501708984
1764175456.6383705,2718,24.585067749023438
1764175488.3624709,2735,25.65692710876465
1764175499.3505116,2741,25.12602996826172
1764175524.1278167,2754,23.22256088256836
1764175526.0408142,2755,24.902347564697266
1764175527.9556394,2756,25.42163848876953
1764175546.8845153,2766,26.157514572143555
1764175552.6000657,2769,24.507797241210938
1764175584.4184291,2786,26.38943099975586
1764175643.9592254,2813,23.6893253326416
1764175686.007348,2835,26.193164825439453
1764175704.1756842,2845,23.582895278930664
1764175735.6990137,2862,27.058107376098633
1764175848.6420982,2922,25.493173599243164
1764175907.0069818,2953,24.299514770507812
1764175912.938824,2956,26.0023193359375
1764175926.1682951,2963,23.90566062927246
1764175946.5477033,2974,24.783123016357422
1764176078.500701,3035,26.404808044433594
1764176169.6026745,3084,27.202299118041992
1764176171.409519,3085,26.75174903869629
1764176207.419119,3104,25.248538970947266
1764176209.2972603,3105,24.62704086303711
1764176211.2149467,3106,25.47264862060547
1764176239.431235,3121,24.996063232421875
1764176287.2802694,3146,26.843769073486328
1764176339.895066,3174,25.469064712524414
1764176376.0863307,3193,25.091981887817383
1764176388.5714216,3200,27.9339599609375
1764176432.1681793,3218,23.78028106689453
1764176437.5772924,3221,26.3651123046875
1764176477.0373683,3242,26.97683334350586
1764176522.3701618,3266,26.124774932861328
1764176528.09256,3269,25.088489532470703
1764176599.8478734,3307,25.23834228515625
1764176664.4561737,3341,23.53802490234375
1764176694.6515539,3357,25.812583923339844
1764176792.409007,3405,27.76406478881836
1764176899.4773874,3462,26.113672256469727
1764176941.3148224,3484,24.9300594329834
1764176943.0895557,3485,26.366920471191406
1764176956.4220414,3492,24.627817153930664
1764176973.3024476,3501,24.86138343811035
1764177021.818919,3527,27.006805419921875
1764177098.7032921,3567,24.694032669067383
1764177104.3090067,3570,26.18279457092285
1764177169.2867694,3601,25.642841339111328
1764177198.6107666,3617,26.414281845092773
1764177270.774011,3655,24.622299194335938
1764177276.4962413,3658,24.317209243774414
1764177280.2289047,3660,24.441570281982422
1764177284.0847301,3662,24.70897674560547
1764177289.719583,3665,25.356111526489258
1764177297.1463618,3669,27.153648376464844
1764177302.878669,3672,27.081771850585938
1764177338.9073677,3691,27.312288284301758
1764177379.8612988,3713,23.285844802856445
1764177472.49738,3762,25.685529708862305
1764177511.937384,3783,25.491313934326172
1764177640.8746417,3849,26.931039810180664
1764177644.655909,3851,28.009319305419922
1764177680.6474264,3870,25.706520080566406
1764177742.511743,3903,23.984500885009766
1764177760.7294648,3912,25.664161682128906
1764177768.0851011,3916,27.385778427124023
1764177779.5507367,3922,24.510509490966797
1764177801.9857879,3934,25.436925888061523
1764177807.655264,3937,25.489410400390625
1764177881.2424173,3976,23.78383445739746
1764177969.0066526,4013,24.503765106201172
1764177972.8406384,4015,27.133275985717773
1764177989.7911024,4024,25.674074172973633
1764178010.221351,4035,26.596710205078125
1764178021.120918,4041,28.086530685424805
1764178034.0598164,4048,25.507184982299805
1764178103.165766,4085,25.611465454101562
1764178150.8638048,4110,27.579544067382812
1764178162.0703979,4116,23.913602828979492
1764178173.567296,4122,26.3204345703125
1764178179.3078103,4125,27.20795440673828
1764178220.829031,4147,27.336071014404297
1764178285.9983332,4182,27.95925521850586
1764178306.5503104,4193,24.93645477294922
1764178380.503044,4228,25.392873764038086
1764178436.6659284,4258,26.484760284423828
1764178552.8878925,4319,27.903705596923828
1764178571.8535519,4329,24.70090103149414
1764178698.840681,4396,25.67030906677246
1764178796.5291429,4444,24.69867706298828
1764178817.1735547,4455,25.939579010009766
1764178950.8970165,4526,25.65572738647461
1764178968.9995637,4536,25.551124572753906
1764178976.475123,4540,24.303009033203125
1764179023.2430751,4565,25.913789749145508
1764179115.589583,4610,26.225528717041016
1764179121.3315685,4613,27.182273864746094
1764179192.140646,4650,26.413698196411133
1764179261.5356238,4687,25.01476287841797
1764179269.1139429,4691,25.517337799072266
1764179272.8696828,4693,26.211414337158203
1764179284.3041267,4699,24.177141189575195
1764179301.0739474,4708,25.772109985351562
1764179344.5462925,4731,25.21529769897461
1764179357.557619,4738,26.83367919921875
1764179430.7013054,4777,26.234268188476562
1764179432.6432729,4778,25.32852554321289
1764179496.9424758,4808,26.516803741455078
1764179540.1996558,4831,25.369226455688477
1764179543.981221,4833,26.422340393066406
1764179549.765123,4836,26.9782657623291
1764179551.6484478,4837,26.578271865844727
1764179566.4151337,4845,25.827781677246094
1764179637.9188297,4883,25.82669448852539
1764179690.7099524,4911,25.107017517089844
1764179726.0612426,4930,28.316539764404297
1764179747.3258002,4941,25.508859634399414
1764179763.8708465,4950,24.050634384155273
1764179821.9839752,4981,27.221649169921875
1764179843.223985,4992,26.901660919189453
1764179965.5025704,5048,25.93421173095703
1764180001.225812,5067,25.33724594116211
1764180025.5014644,5080,26.262388229370117
1764180042.5117173,5089,24.59833335876465
1764180046.2467315,5091,26.643638610839844
1764180125.0539548,5133,25.790557861328125
1764180132.7983656,5137,25.10164451599121
1764180140.3568416,5141,27.095544815063477
1764180160.8745108,5152,25.130847930908203
1764180166.2613478,5155,24.894685745239258
1764180168.1494336,5156,28.481538772583008
1764180227.7905824,5188,27.77165412902832
1764180259.4837525,5201,23.67835807800293
1764180292.9673834,5219,26.655597686767578
1764180306.3187592,5226,24.714828491210938
1764180331.333186,5239,25.844741821289062
1764180360.2152157,5254,25.714801788330078
1764180377.0801857,5263,26.99028205871582
1764180382.7354503,5266,27.089088439941406
1764180438.8231108,5296,27.225868225097656
1764180484.0392144,5320,24.667051315307617
1764180489.7695515,5323,24.8682861328125
1764180493.4713159,5325,26.00061798095703
1764180501.084744,5329,22.53960609436035
1764180566.269163,5363,25.73787498474121
1764180581.087294,5371,24.21413230895996
1764180650.1612606,5404,25.454345703125
1764180727.759886,5446,28.15945053100586
1764180745.1556673,5455,26.046276092529297
1764180754.7603123,5460,25.903568267822266
1764180840.1127553,5505,26.468257904052734
1764180849.7468226,5510,28.450162887573242
1764180872.4664097,5522,26.616498947143555
1764180957.9621813,5568,29.479257583618164
1764181153.2898388,5668,26.1428165435791
1764181271.8503518,5731,26.592899322509766
1764181324.1824577,5759,26.545141220092773
1764181367.2444234,5782,26.053829193115234
1764181470.5943668,5833,27.258520126342773
1764181534.7871194,5867,28.031404495239258
1764181559.497519,5880,27.862455368041992
1764181688.5981994,5949,29.22974395751953
1764181703.8698862,5957,25.05804443359375
1764181718.8952801,5965,24.170684814453125
1764181750.459073,5982,25.509849548339844
1764181779.8326159,5998,25.38752555847168
1764181819.823574,6010,26.213502883911133
1764181888.5431619,6046,25.935169219970703
1764181903.8842022,6054,25.305927276611328
1764181950.7922301,6079,26.046302795410156
1764182012.490623,6112,29.65313720703125
1764182016.385376,6114,27.538311004638672
1764182053.9914212,6134,26.558931350708008
1764182063.849878,6139,25.775440216064453
1764182067.7754557,6141,25.21755599975586
1764182071.5138113,6143,28.45433807373047
1764182237.590044,6226,26.288185119628906
1764182271.5914927,6244,27.099821090698242
1764182338.7313602,6280,27.713232040405273
1764182342.478241,6282,26.074068069458008
1764182377.9076633,6301,26.66240692138672
1764182437.7710261,6333,27.391101837158203
1764182441.636215,6335,28.4194278717041
1764182486.7831638,6359,27.050395965576172
1764182488.5979125,6360,27.05605697631836
1764182497.983804,6365,24.830663681030273
1764182507.510911,6370,28.202199935913086
1764182708.2421887,6474,26.796024322509766
1764182741.631883,6492,27.324962615966797
1764182812.311972,6529,28.669082641601562
1764182817.8840861,6532,26.78763198852539
1764182846.0827823,6547,24.407726287841797
1764182855.5543056,6552,29.236560821533203
1764182880.2402222,6565,25.489906311035156
1764182889.7435155,6570,26.751134872436523
1764182920.1846943,6586,27.805572509765625
1764182929.6699138,6591,26.557559967041016
1764182946.3615408,6600,28.30661392211914
